Id,Y
2604,0.0675286568656127
2605,0.09158576334668447
2606,0.03108821702647714
2607,0.00647215249039504
2608,0.7053482681284566
2609,0.381423692631631
2610,0.0808422720897213
2611,0.11824461466314891
2612,0.4031756998515103
2613,0.20423989740099013
2614,0.29965258410249734
2615,0.855342672032263
2616,0.42631639665098037
2617,0.6507191687215136
2618,0.011746227694281753
2619,0.6181221044087801
2620,0.008303928358553703
2621,0.2188084113176622
2622,0.041496420248504744
2623,0.07432370960773203
2624,0.07772337914731381
2625,0.025668526961274356
2626,0.04362987599973114
2627,0.3021019709251236
2628,0.10885231568219075
2629,0.03650727647717081
2630,0.0469775771869339
2631,0.17868218572484265
2632,0.386195798698068
2633,0.05229335273679747
2634,0.33077179362192816
2635,0.01821960377036527
2636,0.015125375262849808
2637,0.04710885881792009
2638,0.15978029603644905
2639,0.03954478738805744
2640,0.7483215273442587
2641,0.02964109680792614
2642,0.09956401472794431
2643,0.031319421181025396
2644,0.4034444891920921
2645,0.7278615383715753
2646,0.021041330454762152
2647,0.1127934686500999
2648,0.8183725139820333
2649,0.1487396691932246
2650,0.09702950910974466
2651,0.07490481637136759
2652,0.059062496047165534
2653,0.4875313951305139
2654,0.8763433366733215
2655,0.09433927384950169
2656,0.09839510121285545
2657,0.9542904652734222
2658,0.8098155615289063
2659,0.5647661579947423
2660,0.08146055519905325
2661,0.0350051467422465
2662,0.49702065701144016
2663,0.5922196645173798
2664,0.5021406230065005
2665,0.10130354636623233
2666,0.05383750945569328
2667,0.35606796305220145
2668,0.06261991881145643
2669,0.0641652864687452
2670,0.009348016287677917
2671,0.07124215427576941
2672,0.03235076296265125
2673,0.23103210542956076
2674,0.059350229445585906
2675,0.14483536160677243
2676,0.8318931029580439
2677,0.029283105285582166
2678,0.016319581410932617
2679,0.106860774532155
2680,0.19048767604561445
2681,0.022323918462533645
2682,0.3036423978991896
2683,0.0363339357487186
2684,0.45539884532832076
2685,0.3807147787689363
2686,0.06770011110241649
2687,0.06963331233129794
2688,0.8668973712042697
2689,0.04447268516927551
2690,0.013309789895651417
2691,0.45214789785833237
2692,0.8025176333660079
2693,0.06710084188346067
2694,0.008913483236300219
2695,0.6572887032290001
2696,0.006807282805452563
2697,0.031133952071033432
2698,0.1081399524310542
2699,0.09091160093902453
2700,0.4277501523185949
2701,0.4708886794401872
2702,0.07906812757018478
2703,0.083963421221166
2704,0.03621688113067901
2705,0.1279314800567307
2706,0.09141015479298817
2707,0.01960289141355222
2708,0.25341478094191217
2709,0.13087690848712827
2710,0.09401157045268607
2711,0.2395154810324104
2712,0.034713556019721835
2713,0.04590237793186622
2714,0.8914626046971608
2715,0.46468113347503875
2716,0.9097655626415725
2717,0.04064720549917169
2718,0.08934623800394209
2719,0.2528597759035016
2720,0.06401219698696473
2721,0.8439543227787936
2722,0.010264251012160676
2723,0.09299965918767257
2724,0.2173094014772365
2725,0.2564038868030678
2726,0.9014998705656049
2727,0.36140070110861894
2728,0.24925019486791516
2729,0.683519986170341
2730,0.39125451111129594
2731,0.08085643878981666
2732,0.08543745234414517
2733,0.06621164760857988
2734,0.12892538295553896
2735,0.02935358383516676
2736,0.45112947351344623
2737,0.06745519142084647
2738,0.09681554804047787
2739,0.07530526962695595
2740,0.9115861556625298
2741,0.0371586628448813
2742,0.03329892899292009
2743,0.0037799731913457724
2744,0.05698178803461068
2745,0.6803298571109265
2746,0.015587624019376894
2747,0.1332116997203336
2748,0.04614716899694363
2749,0.10726768528342724
2750,0.46802443916975695
2751,0.054053171283285434
2752,0.04377932404949411
2753,0.0860453243523252
2754,0.8925664063114778
2755,0.04549115649419764
2756,0.9151601932166324
2757,0.6722283528947759
2758,0.12539582970865099
2759,0.00988869185535772
2760,0.10086025906113352
2761,0.26606583499304187
2762,0.08091628613706038
2763,0.2593435467878198
2764,0.09599436015967186
2765,0.9363156229022481
2766,0.43164444729381407
2767,0.08186696294465275
2768,0.0749678233178264
2769,0.3054680039617134
2770,0.4465965032007939
2771,0.05374763326101481
2772,0.007226159460736627
2773,0.25443712885864056
2774,0.07961140346712965
2775,0.09023689897540996
2776,0.40190847833081533
2777,0.1386256662878637
2778,0.07384631635700556
2779,0.8180595508625017
2780,0.10472585425465705
2781,0.03866624578713054
2782,0.1122159569477748
2783,0.5391769663740624
2784,0.014746183526720927
2785,0.21106061802639958
2786,0.3134290806290468
2787,0.09561116348060499
2788,0.7310073660618526
2789,0.8167019303078171
2790,0.03841868912127968
2791,0.040738691777533545
2792,0.14758655399131154
2793,0.10138634808930147
2794,0.26191646166271254
2795,0.03423598822287769
2796,0.26999740152384405
2797,0.018095126283653017
2798,0.07071243113210232
2799,0.020835457681802477
2800,0.3711770041428338
2801,0.47192339386384624
2802,0.15724623428413184
2803,0.44851748364452165
2804,0.2372712981117414
2805,0.33186112110867066
2806,0.4758708735590065
2807,0.15267254752502732
2808,0.05801728964712566
2809,0.22926919785249417
2810,0.06964521079311148
2811,0.4167298142116026
2812,0.015060414796769095
2813,0.14089386293661477
2814,0.14432359516587934
2815,0.20144485809320067
2816,0.0622075893022128
2817,0.04115616124257488
2818,0.43748004750704583
2819,0.12238514379773538
2820,0.1476813924817766
2821,0.06126121050966287
2822,0.07935146276436884
2823,0.0856198985237402
2824,0.00869090947659648
2825,0.08551600279446397
2826,0.16884691868239834
2827,0.2514538643662758
2828,0.3142259159047379
2829,0.8319232431508904
2830,0.07681705486350125
2831,0.044587193035606446
2832,0.19650189553186487
2833,0.02091454309961284
2834,0.09291169498128243
2835,0.02114933629062204
2836,0.36989342437251965
2837,0.11210658157131455
2838,0.2856638112203927
2839,0.1359342668901568
2840,0.008351239105116766
2841,0.21805063252968546
2842,0.4106784128193998
2843,0.3591991667018574
2844,0.038797917218966506
2845,0.04337529624981754
2846,0.017300552858312782
2847,0.030397493472396123
2848,0.011459254688022722
2849,0.12719671116821732
2850,0.9486269126012967
2851,0.29618222879485845
2852,0.22904581061369553
2853,0.0859889866809351
2854,0.1645207310815851
2855,0.6918700662376154
2856,0.2656151119378918
2857,0.30489574083231674
2858,0.7541387041967791
2859,0.3763956232303062
2860,0.01779396802561133
2861,0.2840204343226845
2862,0.009279998608496652
2863,0.026306123384265533
2864,0.042983096578693814
2865,0.058114775757318944
2866,0.44188601364823304
2867,0.12416967098327529
2868,0.011681585840280617
2869,0.10920832931914234
2870,0.2230871471457742
2871,0.11716227909668114
2872,0.05189071443398611
2873,0.061375409113167294
2874,0.06019362652229978
2875,0.010694895945408107
2876,0.14840364797725286
2877,0.0790707029351086
2878,0.20372299567758234
2879,0.10262975732729217
2880,0.40723333228941083
2881,0.036274138812540574
2882,0.028204917266586665
2883,0.1977008210053958
2884,0.06284366234130885
2885,0.10452154766996659
2886,0.09225435759341793
2887,0.02835995376841411
2888,0.032826328814595705
2889,0.04901512177037239
2890,0.01747052013865883
2891,0.10831331448718694
2892,0.054230887596783954
2893,0.036350442795174326
2894,0.42255608731294697
2895,0.19604586812870387
2896,0.2545526398357524
2897,0.856360226122547
2898,0.4618951480449878
2899,0.05467620303019697
2900,0.014115119188320355
2901,0.3345310525945317
2902,0.07482236568217096
2903,0.08592657365331613
2904,0.04750517228124191
2905,0.05838920298113624
2906,0.06102504668796827
2907,0.08210539069513419
2908,0.5566863647815073
2909,0.6528209476244589
2910,0.07918955577360058
2911,0.09086569319427465
2912,0.06276847745496972
2913,0.025624432680150147
2914,0.012412450407267767
2915,0.1248026689330253
2916,0.22069308546901462
2917,0.32513644087783644
2918,0.06539985752472757
2919,0.09824005251239948
2920,0.06635421850454117
2921,0.06129589278459381
2922,0.31010580628053774
2923,0.09961109581328004
2924,0.10012605710134344
2925,0.6532093796599904
2926,0.007967654513636839
2927,0.014234143711992199
2928,0.5698334751460271
2929,0.1260767106123896
2930,0.09557271878876243
2931,0.16573675137108154
2932,0.5946089380317643
2933,0.0564449599659041
2934,0.25292096217539606
2935,0.0990682041759517
2936,0.020465195250756952
2937,0.04353453435395201
2938,0.3801100229899805
2939,0.06729140989564406
2940,0.5492129175671707
2941,0.07049859549923361
2942,0.09498590106830362
2943,0.21686485754200874
2944,0.032556461779384475
2945,0.17463985762698903
2946,0.03704219399892259
2947,0.924120171851801
2948,0.042301209963532954
2949,0.2927493398260956
2950,0.04260548556273709
2951,0.10577358663885938
2952,0.10113018940523773
2953,0.056027675619818945
2954,0.1941378852614381
2955,0.30874980970325167
2956,0.4784278445597391
2957,0.40812477144178616
2958,0.20908096673495039
2959,0.07800434477967182
2960,0.0213240068377709
2961,0.11387906288644288
2962,0.33794443677064656
2963,0.0371650829406383
2964,0.13425585483778196
2965,0.34833493287468875
2966,0.43952169091291826
2967,0.24330739478549962
2968,0.19536269743061646
2969,0.07496967428358511
2970,0.28493524446364615
2971,0.37241124402025877
2972,0.24661341688082244
2973,0.6082226881393618
2974,0.06610679037970936
2975,0.042955459335747626
2976,0.026387883169279563
2977,0.3060363952836588
2978,0.3356806091859595
2979,0.05659113255907049
2980,0.1325818673974952
2981,0.40328365369444685
2982,0.3535676079454159
2983,0.02999769700484608
2984,0.05042271578824412
2985,0.4299722007597164
2986,0.5852787815987874
2987,0.12111140059121937
2988,0.058196583089496566
2989,0.10473479062325852
2990,0.07276015537720947
2991,0.08393402410904467
2992,0.015281653135435778
2993,0.05472940364248274
2994,0.013114675561907558
2995,0.7818862935490618
2996,0.8261136621171231
2997,0.18450422512656878
2998,0.40475772678371436
2999,0.3613727304681348
3000,0.04776128570707636
3001,0.09069230987467346
3002,0.051428226875510345
3003,0.024810702957313746
3004,0.04239853866357535
3005,0.07689183397805543
3006,0.07784587937201959
3007,0.44567451626070337
3008,0.10704030571945251
3009,0.16327356287295186
3010,0.10187753154742324
3011,0.4424735596642195
3012,0.4413946352897443
3013,0.08661577567752976
3014,0.09279135401975341
3015,0.0753370409189561
3016,0.5286361197845761
3017,0.067053248651799
3018,0.10913027785518149
3019,0.04611526204520538
3020,0.46497145686585234
3021,0.8189612233569656
3022,0.038762744398950215
3023,0.16068132372759364
3024,0.048207165088225035
3025,0.09420770329846231
3026,0.03420606328126399
3027,0.01607089622888064
3028,0.12172922443643938
3029,0.21367416708074197
3030,0.25498471022247515
3031,0.6438757593828721
3032,0.030365388630719064
3033,0.008635929958114257
3034,0.1877834688392141
3035,0.08638542218196857
3036,0.3979348272242654
3037,0.40297621263978567
3038,0.017033966033406404
3039,0.09315564155182067
3040,0.22633510459545883
3041,0.04274671967836598
3042,0.05172874458631085
3043,0.2687549518266617
3044,0.05038117342428781
3045,0.5601815718744735
3046,0.8275553292861708
3047,0.3316417143194281
3048,0.03997036081924862
3049,0.17835536781960487
3050,0.14385877742040382
3051,0.82038047861826
3052,0.018962295756806857
3053,0.4763027109058322
3054,0.4784049340039233
3055,0.871614419612152
3056,0.3290171170093286
3057,0.7746938239811306
3058,0.050559402188855025
3059,0.008956522425413779
3060,0.1212889048665063
3061,0.10139720178644991
3062,0.12562984271477765
3063,0.036848992801604905
3064,0.055112901395989435
3065,0.048186357885888646
3066,0.10631140100243269
3067,0.07453513539444896
3068,0.34853341355117917
3069,0.026263097878588295
3070,0.07640980610162594
3071,0.4760017230809743
3072,0.38584021155008263
3073,0.5711358637619389
3074,0.3676444715255746
3075,0.3693753133549187
3076,0.13664272003556274
3077,0.07263610352358225
3078,0.024616389626007096
3079,0.011299153801869367
3080,0.07096620637485718
3081,0.06912469784275922
3082,0.38537118356331274
3083,0.11330584931832145
3084,0.1955939592803945
3085,0.030665057474160224
